Subject Activity tBodyAccmeanX tBodyAccmeanY tBodyAccmeanZ tBodyAccstdX tBodyAccstdY tBodyAccstdZ tGravityAccmeanX tGravityAccmeanY tGravityAccmeanZ tGravityAccstdX tGravityAccstdY tGravityAccstdZ tBodyAccJerkmeanX tBodyAccJerkmeanY tBodyAccJerkmeanZ tBodyAccJerkstdX tBodyAccJerkstdY tBodyAccJerkstdZ tBodyGyromeanX tBodyGyromeanY tBodyGyromeanZ tBodyGyrostdX tBodyGyrostdY tBodyGyrostdZ tBodyGyroJerkmeanX tBodyGyroJerkmeanY tBodyGyroJerkmeanZ tBodyGyroJerkstdX tBodyGyroJerkstdY tBodyGyroJerkstdZ tBodyAccMagmean tBodyAccMagstd tGravityAccMagmean tGravityAccMagstd tBodyAccJerkMagmean tBodyAccJerkMagstd tBodyGyroMagmean tBodyGyroMagstd tBodyGyroJerkMagmean tBodyGyroJerkMagstd fBodyAccmeanX fBodyAccmeanY fBodyAccmeanZ fBodyAccstdX fBodyAccstdY fBodyAccstdZ fBodyAccmeanFreqX fBodyAccmeanFreqY fBodyAccmeanFreqZ fBodyAccJerkmeanX fBodyAccJerkmeanY fBodyAccJerkmeanZ fBodyAccJerkstdX fBodyAccJerkstdY fBodyAccJerkstdZ fBodyAccJerkmeanFreqX fBodyAccJerkmeanFreqY fBodyAccJerkmeanFreqZ fBodyGyromeanX fBodyGyromeanY fBodyGyromeanZ fBodyGyrostdX fBodyGyrostdY fBodyGyrostdZ fBodyGyromeanFreqX fBodyGyromeanFreqY fBodyGyromeanFreqZ fBodyAccMagmean fBodyAccMagstd fBodyAccMagmeanFreq fBodyBodyAccJerkMagmean fBodyBodyAccJerkMagstd fBodyBodyAccJerkMagmeanFreq fBodyBodyGyroMagmean fBodyBodyGyroMagstd fBodyBodyGyroMagmeanFreq fBodyBodyGyroJerkMagmean fBodyBodyGyroJerkMagstd fBodyBodyGyroJerkMagmeanFreq
1 WALKING 0.277330758736842 -0.0173838185273684 -0.111148103547368 -0.283740258842105 0.114461336747368 -0.260027902210526 0.935223201473684 -0.282165021263158 -0.068102864 -0.976609642526316 -0.971305961473684 -0.947717226105263 0.0740416333157895 0.0282721095884211 -0.00416840617789474 -0.113615602435789 0.0670025007684211 -0.502699788526316 -0.041830963526 -0.0695300462115789 0.0849448173042105 -0.473535485894737 -0.0546077686594737 -0.344266629473684 -0.0899975423705263 -0.0398428709463158 -0.0461309295021053 -0.207421854757895 -0.304468510631579 -0.404255452631579 -0.136971176556842 -0.219688645631579 -0.136971176556842 -0.219688645631579 -0.141428809031579 -0.0744717500625263 -0.160979552536842 -0.186978364526316 -0.298703679084211 -0.325324878894737 -0.202794306326316 0.0897127264021053 -0.331560117789474 -0.319134719578947 0.056040006846 -0.279686751494737 -0.207548374494737 0.113093646103158 0.0497265196172632 -0.170546964549579 -0.0352255241130632 -0.468999224631579 -0.133586606326316 0.106739857136 -0.534713440421053 -0.209261973376842 -0.386237143210526 -0.185530281244211 -0.339032197115789 -0.103059416434737 -0.255940940315789 -0.516691938736842 -0.0335081597884211 -0.436562227473684 0.0147844986621053 -0.0657746190010526 0.00077332156431579 -0.128623450629474 -0.398032586842105 0.1906437244 -0.0571194000343158 -0.103492403002105 0.0938221807027368 -0.199252568986316 -0.321017953894737 0.268844367525895 -0.319308593778947 -0.381601911789474 0.190663448793684
1 WALKING_DOWNSTAIRS 0.275567462068966 -0.0171767844203448 -0.112674859827586 -0.360356726034483 -0.0699140652103448 -0.387411994310345 0.936506743275862 -0.261986357931034 -0.138107866258621 -0.97777159137931 -0.962355639482759 -0.952091795 0.0814745882660345 0.0100591485 -0.00562264594827586 -0.26867964387931 -0.0449619594258621 -0.52948611637931 -0.0256405192517241 -0.0779150937413793 0.0813485942827586 -0.571869560172414 -0.563793260172414 -0.476696411551724 -0.0952398165017241 -0.0387874651724138 -0.0503616100815517 -0.385922986034483 -0.639087984137931 -0.536664080344828 -0.254690333275862 -0.328428936551724 -0.254690333275862 -0.328428936551724 -0.280009317413793 -0.139916355325862 -0.466411754137931 -0.561510683275862 -0.566135217931034 -0.567371560862069 -0.316614011689655 -0.0813024353275862 -0.412374074482759 -0.379276781206897 -0.124030832001724 -0.422998473965517 -0.246614196618966 0.171743003017241 0.0748536557377586 -0.304694442551724 -0.140508590224138 -0.514137255344828 -0.296596633103448 -0.00561498755362069 -0.543529108103448 -0.216042668103448 -0.258667984862069 -0.346946648103448 -0.437845763793103 -0.561526265344828 -0.418126217413793 -0.615121369827586 -0.568888673448276 -0.545896388103448 0.0337596901293103 -0.0379896505362069 -0.0445079738913793 -0.290031535172414 -0.456373080862069 0.113494312836207 -0.186764516965517 -0.0898519904044828 -0.11716398312069 -0.569755772241379 -0.632643292931034 0.180946463034483 -0.607751646034483 -0.549087007931034 0.0457622957586207
1 STANDING 0.27784234625 -0.0172850317482679 -0.107741776464286 -0.294098534232143 0.0767484028053571 -0.45702143625 0.972624959821429 -0.100440285303571 0.00247623628392857 -0.979348381428571 -0.961585474821429 -0.964580803928571 0.0845888833571429 -0.0163194101232143 8.32159351785732e-05 -0.302891024625 -0.0910397428607143 -0.612895318571429 -0.0488919896632143 -0.0690135249642857 0.0815435495892857 -0.490877497857143 -0.504622029821429 -0.318700615178571 -0.0888408355267857 -0.0449559531089286 -0.0482679596035714 -0.357681403285714 -0.57143812375 -0.157682543983929 -0.158338674394643 -0.377178733392857 -0.158338674394643 -0.377178733392857 -0.288333024071429 -0.282242276785714 -0.355933083571429 -0.492176823571429 -0.444532485357143 -0.48919974625 -0.287782607410714 0.00946037755178572 -0.490251090714286 -0.297517355196429 0.0426026830839286 -0.483059957321429 -0.322382010942857 -0.00204051097321429 0.0247389728696429 -0.344954806428571 -0.181055554206071 -0.590496615535714 -0.3213903195 -0.0545213604089286 -0.633429995714286 -0.359372577678571 -0.534049822678571 -0.3441509245 -0.372668749642857 -0.513951718392857 -0.213127031035714 -0.529392790178571 -0.502683380535714 -0.420367075178571 -0.0458601936214286 -0.0191860123089286 0.167457819108929 -0.304992488892857 -0.519636926071429 0.149852522225 -0.269481661080357 -0.305685376071429 -0.00497287788214286 -0.484262828928571 -0.589741506785714 0.250620609769643 -0.548053574821429 -0.455665300892857 0.0527330125375
1 LAYING 0.283658868070175 -0.0168954189082456 -0.110303165877193 -0.296538717368421 0.164213884996491 -0.504324207192982 0.958067455087719 -0.214694852280702 0.0331888826842105 -0.977779896491228 -0.964248568070175 -0.957205025789474 0.0699585876912281 -0.0164831715964912 -0.00738931200701754 -0.132784766936842 0.00808897373684211 -0.575777466491228 -0.025509618645614 -0.0744462466 0.0838808799280702 -0.446020952631579 -0.331702267894737 -0.383139334736842 -0.0878891090105263 -0.0362308971842105 -0.0539597284210526 -0.18260093354386 -0.416390246140351 -0.166684422233333 -0.166840713631579 -0.266734167368421 -0.166840713631579 -0.266734167368421 -0.195117026052632 -0.0706029648421053 -0.281207841122807 -0.36560291677193 -0.321290483140351 -0.364708342315789 -0.187934323140351 0.140781621991228 -0.498520164385965 -0.34522769 0.101699642168947 -0.550474621754386 -0.196841736649123 0.0220734188245614 0.185107042277193 -0.150942917824561 -0.0753742321614035 -0.541438616140351 -0.19269469414386 0.0314450678263158 -0.608624354210526 -0.178295181261404 -0.466305754035088 -0.104129449033509 -0.239650710533333 -0.341378429473684 -0.203575458733333 -0.515323854385965 -0.332008706842105 -0.512209233508772 0.0912409729185965 0.0416267535368421 0.302874949789474 -0.201386607649123 -0.421683093508772 0.20009036395614 -0.055401423331579 -0.0964999702982456 -0.00922884645438597 -0.329681123368421 -0.510648322631579 0.293109613491228 -0.366500534122807 -0.408078906482456 0.10092473178193
1 NA 0.275664525541667 -0.0179213506159561 -0.108413398010104 -0.314656214504698 -0.0472187544118958 -0.208777152445385 0.929173218697917 -0.192443894782292 -0.0699206113116521 -0.977458927166667 -0.9668635440625 -0.951943358489583 0.0784702042800521 0.014006817926512 -0.00361006740123021 -0.307258089208385 -0.133139619250534 -0.438229628605187 -0.0298577839286458 -0.0710381429663958 0.0844653207863172 -0.452578147068958 -0.327201565469958 -0.30549233587125 -0.0986845212193125 -0.0455281666240729 -0.0532974416915104 -0.385775109231146 -0.515487733753854 -0.471498558123854 -0.157253939528771 -0.342709145427656 -0.157253939528771 -0.342709145427656 -0.251247653160812 -0.246045917360208 -0.2469021062385 -0.358140971782396 -0.465929142740417 -0.506410477365146 -0.315019580491198 -0.0640339506349583 -0.293087530108052 -0.315614958100417 -0.100278417802865 -0.227615784081979 -0.320218383168437 0.0343288872236312 0.0650823922410698 -0.345728225946 -0.19410148278101 -0.410250579256125 -0.329837951844479 -0.125989342285242 -0.465576011719365 -0.275124526291354 -0.344233927801146 -0.247361365519479 -0.341589612996667 -0.38221620109324 -0.306938182059083 -0.490212677811208 -0.304021376192385 -0.370038792483333 -0.0965359750899271 -0.133139630083427 -0.131139718485052 -0.2906669809845 -0.477543807088542 0.157076959949941 -0.245619130303271 -0.254099276968125 0.0889156590528615 -0.400512685180594 -0.441842511793646 0.118001820789916 -0.52557409765351 -0.518442885717188 0.119255663276167
2 WALKING 0.266505697767857 -0.0211305105890179 -0.101620778848214 -0.3910219 -0.0422353392080357 -0.233237443115179 0.903710989642857 -0.353963809107143 0.00895127083035714 -0.964967422857143 -0.962999154107143 -0.943825060357143 0.0805306320888393 0.0188346527821429 -0.0174016963696429 -0.357651994148214 -0.187750683221429 -0.643114213035714 -0.00401255358348214 -0.104045236336607 0.0712521615633929 -0.553657443125 -0.28170706838125 -0.493428449464286 -0.100977267291071 -0.0483021601553571 -0.0463920207309821 -0.496135044732143 -0.618787575982143 -0.516336286428571 -0.214466182669643 -0.376371118214286 -0.214466182669643 -0.376371118214286 -0.369006319008929 -0.313138072254464 -0.295208774539286 -0.361651776042857 -0.570139258214286 -0.600744663214286 -0.373624071964286 -0.101912053683929 -0.444125982410714 -0.400760050357143 -0.0788408698321429 -0.199128654085714 -0.274954365290179 0.0285682964964286 -0.209830467247321 -0.387550822053571 -0.23713967925 -0.616719523482143 -0.384156634919643 -0.188739541325893 -0.668018962142857 -0.216715403110982 -0.379947591544643 -0.395039883451786 -0.459477830625 -0.443425972321429 -0.423603453839286 -0.585994911964286 -0.2090911446875 -0.565464794553571 -0.0848693037223214 -0.246596595464286 0.0105049810285714 -0.337589833196429 -0.500991007767857 0.160881863919643 -0.298530012732143 -0.33869284328125 0.149698503220536 -0.433817333142857 -0.429946517928571 0.0570416674655357 -0.607579979107143 -0.622379342589286 0.120634208946696
2 WALKING_UPSTAIRS 0.247164790395833 -0.0214121132045833 -0.152513899520833 -0.304376406458333 0.108027279889583 -0.112121021220833 0.790717418541667 -0.416214890416667 -0.195888238891667 -0.934407739791667 -0.92376745375 -0.878004056875 0.0744507839572917 -0.00970985514333333 0.01948143925 -0.276121886479167 -0.185648954220833 -0.5737463525 -0.0576912634583333 -0.0320883097395833 0.0688374021666667 -0.439253058958333 -0.466298336666667 -0.163995791679167 -0.0828858001333333 -0.0424053708458333 -0.0445157481625 -0.464854363125 -0.645491337708333 -0.467595961041667 -0.107322679520833 -0.205977045295833 -0.107322679520833 -0.205977045295833 -0.321268911041667 -0.21738939458125 -0.219713472958333 -0.377532167604167 -0.572816438541667 -0.597291719166667 -0.266720933270833 0.00992445881854167 -0.281001986202083 -0.320582414375 0.0848802791083333 -0.09454497643125 -0.281748011416667 -0.0618894458958333 -0.236589092316958 -0.258639439729167 -0.1878421317125 -0.522728063333333 -0.365415441458333 -0.243554146666667 -0.625090981458333 -0.0491142923541667 -0.287688885375 -0.374218484791667 -0.331643577458333 -0.488086123958333 -0.248601122 -0.476358845625 -0.459758488958333 -0.218072471479167 -0.115324433733333 -0.130357850675 -0.0773418117291667 -0.14531853915625 -0.36672824375 0.107680395229167 -0.189511136902083 -0.2604238389625 -0.0119168233583333 -0.450612184791667 -0.438620401875 -0.022752769044375 -0.60079849625 -0.621820202916667 0.0467433991041667
2 WALKING_DOWNSTAIRS 0.268266923301887 -0.0280880383639623 -0.113056936177358 -0.15372687539717 0.123033027166038 -0.251404748292453 0.873910811037736 -0.357546064150943 -0.110155444573585 -0.942409538113208 -0.923235396037736 -0.919210486320755 0.0725519504742453 0.0206568861090566 0.00230622442735849 -0.189837761016981 -0.0838511775820755 -0.545191378207547 -0.0112249222641509 -0.0796598459584906 0.0550870833103774 -0.396069908484906 -0.50869403509434 -0.397924294698113 -0.0900566466320755 -0.0409727171915094 -0.0592202575264151 -0.390511156320755 -0.639927541622642 -0.415953961174528 -0.0625393975622641 -0.090091422454717 -0.0625393975622641 -0.090091422454717 -0.240673355966981 -0.142549124613208 -0.265234438742736 -0.34945269559434 -0.548904134339623 -0.551825325698113 -0.168157678695283 0.0795515230075472 -0.339017391169811 -0.151676710241509 0.0717775857216981 -0.267099833787736 -0.378096040981132 -0.0503809001707547 -0.11516575095217 -0.205056151499057 -0.115290091933868 -0.497377333981132 -0.24860630314434 -0.113435212132075 -0.592172970377358 -0.244784241009434 -0.411101707386792 -0.350455366650943 -0.275153347482075 -0.51519119545283 -0.278971118769811 -0.438093982877359 -0.512897641603774 -0.499860203679245 -0.0976465732943396 -0.154686446669811 0.00386421540754717 -0.045708790945283 -0.258878970038679 0.0548641575122642 -0.131289667546226 -0.166644797174528 0.0587211241849057 -0.428470707424528 -0.412988998541509 -0.052825061659434 -0.567585173066038 -0.564300236367924 0.0192360645179245
2 SITTING 0.27708735173913 -0.0156879937282609 -0.109218272456522 -0.986822279565217 -0.950704499130435 -0.95982817173913 0.940477273043478 -0.105630024498783 0.19872676876087 -0.979988760869565 -0.956750273043478 -0.954415873043478 0.0722564387173913 0.0116954511323913 0.00760546929869565 -0.988055854130435 -0.977983955434783 -0.98751821173913 -0.0454706620434783 -0.0599286797043478 0.0412277462173913 -0.985742027826087 -0.978919526956522 -0.959803708695652 -0.0936328412826087 -0.0415602029130435 -0.04358509665 -0.989709023043478 -0.990889614782609 -0.985542325652174 -0.967893623913043 -0.953081444130435 -0.967893623913043 -0.953081444130435 -0.986774713043478 -0.984475868043478 -0.946035087173913 -0.961313624130435 -0.991081493913043 -0.989594919565217 -0.985803840652174 -0.957343498478261 -0.970162172608696 -0.98736209 -0.950073754130435 -0.956862864130435 0.08519282071 0.150193956163043 0.0960646759586957 -0.987848793695652 -0.977139702826087 -0.985129050217391 -0.989459107391304 -0.980804228478261 -0.988570804130435 0.305546818084783 0.0262448647134783 0.0929030630369565 -0.982621389565217 -0.982100923695652 -0.959814822391304 -0.986808501521739 -0.977356188695652 -0.963522659782609 0.130523120891304 -0.192142737913043 0.0409472348676087 -0.96127374826087 -0.955575602173913 0.130934202854348 -0.983874698913043 -0.984124185869565 0.280062423956522 -0.971840596086956 -0.961385745217391 -0.106358909173913 -0.989861950869565 -0.989632908913043 0.1947221493
2 STANDING 0.27351301570297 -0.0249850743378218 -0.106635834465347 -0.549125738468317 -0.425726869550495 -0.651546455178218 0.915492760891089 -0.321610756237624 0.0585720840993069 -0.971280126237624 -0.939906430990099 -0.934522599108911 0.0769857703069307 0.0120434484206931 -0.0163845602130693 -0.628730367960396 -0.577360995435644 -0.822542402178218 0.00563197368465346 -0.0983993312247525 0.0667126772990099 -0.726524874653465 -0.724298234158416 -0.63939083719802 -0.122997542425743 -0.0486393628193069 -0.0541120947881188 -0.665643767891089 -0.819819685445545 -0.651843585930693 -0.496139785016337 -0.575760971752475 -0.496139785016337 -0.575760971752475 -0.639350233613861 -0.666527057326733 -0.624717605320792 -0.675081905346535 -0.746409373465347 -0.782123546336634 -0.601217177514851 -0.479279473435644 -0.727470954257426 -0.531007372426733 -0.435349592222772 -0.640618579069307 -0.141011411723762 -0.023669927339703 -0.00709368286732673 -0.659303486732673 -0.610657569613861 -0.80617405 -0.630424123742574 -0.569502150512871 -0.837655478316832 -0.00792090227722772 -0.298950778968317 -0.136851818280198 -0.639702114590099 -0.76039344019802 -0.578659020519802 -0.754738425742574 -0.706928784158416 -0.695490082079208 -0.0860865565841584 -0.155759010853465 0.028420516060198 -0.594199095693069 -0.631785813623762 0.054434058629703 -0.645556911792079 -0.697560877326733 0.220942631978218 -0.696895364455446 -0.716509986435644 -0.0462440197013861 -0.788683813861386 -0.789163643861386 0.0885915754339604
